Time,LH_VisCent_ExStr_1,LH_VisCent_ExStr_2,LH_VisCent_Striate_1,LH_VisCent_ExStr_3,LH_VisCent_ExStr_4,LH_VisCent_ExStr_5,LH_VisPeri_ExStrInf_1,LH_VisPeri_ExStrInf_2,LH_VisPeri_ExStrInf_3,LH_VisPeri_StriCal_1,LH_VisPeri_ExStrSup_1,LH_VisPeri_ExStrSup_2,LH_SomMotA_1,LH_SomMotA_2,LH_SomMotA_3,LH_SomMotA_4,LH_SomMotA_5,LH_SomMotA_6,LH_SomMotA_7,LH_SomMotA_8,LH_SomMotB_Aud_1,LH_SomMotB_Aud_2,LH_SomMotB_S2_1,LH_SomMotB_S2_2,LH_SomMotB_Aud_3,LH_SomMotB_S2_3,LH_SomMotB_Cent_1,LH_SomMotB_Cent_2,LH_DorsAttnA_TempOcc_1,LH_DorsAttnA_TempOcc_2,LH_DorsAttnA_ParOcc_1,LH_DorsAttnA_SPL_1,LH_DorsAttnA_SPL_2,LH_DorsAttnA_SPL_3,LH_DorsAttnB_PostC_1,LH_DorsAttnB_PostC_2,LH_DorsAttnB_PostC_3,LH_DorsAttnB_PostC_4,LH_DorsAttnB_FEF_1,LH_SalVentAttnA_ParOper_1,LH_SalVentAttnA_Ins_1,LH_SalVentAttnA_FrOper_1,LH_SalVentAttnA_FrOper_2,LH_SalVentAttnA_ParMed_1,LH_SalVentAttnA_FrMed_1,LH_SalVentAttnA_FrMed_2,LH_SalVentAttnB_IPL_1,LH_SalVentAttnB_PFCl_1,LH_SalVentAttnB_Ins_1,LH_SalVentAttnB_PFCmp_1,LH_LimbicB_OFC_1,LH_LimbicB_OFC_2,LH_LimbicA_TempPole_1,LH_LimbicA_TempPole_2,LH_LimbicA_TempPole_3,LH_LimbicA_TempPole_4,LH_ContA_Temp_1,LH_ContA_IPS_1,LH_ContA_IPS_2,LH_ContA_IPS_3,LH_ContA_PFCd_1,LH_ContA_PFClv_1,LH_ContA_PFCl_1,LH_ContA_PFCl_2,LH_ContA_PFCl_3,LH_ContA_Cingm_1,LH_ContB_Temp_1,LH_ContB_IPL_1,LH_ContB_PFCl_1,LH_ContB_PFClv_1,LH_ContB_PFClv_2,LH_ContC_pCun_1,LH_ContC_pCun_2,LH_ContC_Cingp_1,LH_DefaultA_IPL_1,LH_DefaultA_PFCd_1,LH_DefaultA_pCunPCC_1,LH_DefaultA_pCunPCC_2,LH_DefaultA_pCunPCC_3,LH_DefaultA_PFCm_1,LH_DefaultA_PFCm_2,LH_DefaultA_PFCm_3,LH_DefaultB_Temp_1,LH_DefaultB_Temp_2,LH_DefaultB_Temp_3,LH_DefaultB_Temp_4,LH_DefaultB_IPL_1,LH_DefaultB_PFCd_1,LH_DefaultB_PFCd_2,LH_DefaultB_PFCd_3,LH_DefaultB_PFCd_4,LH_DefaultB_PFCv_1,LH_DefaultB_PFCv_2,LH_DefaultB_PFCv_3,LH_DefaultB_PFCv_4,LH_DefaultC_IPL_1,LH_DefaultC_Rsp_1,LH_DefaultC_PHC_1,LH_TempPar_1,LH_TempPar_2,RH_VisCent_ExStr_1,RH_VisCent_ExStr_2,RH_VisCent_Striate_1,RH_VisCent_ExStr_3,RH_VisCent_ExStr_4,RH_VisCent_ExStr_5,RH_VisPeri_ExStrInf_1,RH_VisPeri_ExStrInf_2,RH_VisPeri_StriCal_1,RH_VisPeri_ExStrSup_1,RH_VisPeri_ExStrSup_2,RH_VisPeri_ExStrSup_3,RH_SomMotA_1,RH_SomMotA_2,RH_SomMotA_3,RH_SomMotA_4,RH_SomMotA_5,RH_SomMotA_6,RH_SomMotA_7,RH_SomMotA_8,RH_SomMotA_9,RH_SomMotA_10,RH_SomMotA_11,RH_SomMotB_Aud_1,RH_SomMotB_Aud_2,RH_SomMotB_S2_1,RH_SomMotB_S2_2,RH_SomMotB_S2_3,RH_SomMotB_S2_4,RH_SomMotB_Cent_1,RH_DorsAttnA_TempOcc_1,RH_DorsAttnA_ParOcc_1,RH_DorsAttnA_SPL_1,RH_DorsAttnA_SPL_2,RH_DorsAttnA_SPL_3,RH_DorsAttnA_SPL_4,RH_DorsAttnB_PostC_1,RH_DorsAttnB_PostC_2,RH_DorsAttnB_PostC_3,RH_DorsAttnB_PostC_4,RH_DorsAttnB_FEF_1,RH_SalVentAttnA_ParOper_1,RH_SalVentAttnA_PrC_1,RH_SalVentAttnA_Ins_1,RH_SalVentAttnA_Ins_2,RH_SalVentAttnA_FrOper_1,RH_SalVentAttnA_FrMed_1,RH_SalVentAttnA_ParMed_1,RH_SalVentAttnA_ParMed_2,RH_SalVentAttnA_FrMed_2,RH_SalVentAttnB_IPL_1,RH_SalVentAttnB_PFClv_1,RH_SalVentAttnB_PFCl_1,RH_SalVentAttnB_Ins_1,RH_SalVentAttnB_Ins_2,RH_SalVentAttnB_PFCmp_1,RH_LimbicB_OFC_1,RH_LimbicB_OFC_2,RH_LimbicB_OFC_3,RH_LimbicB_OFC_4,RH_LimbicA_TempPole_1,RH_LimbicA_TempPole_2,RH_LimbicA_TempPole_3,RH_LimbicA_TempPole_4,RH_ContA_IPS_1,RH_ContA_IPS_2,RH_ContA_PFCd_1,RH_ContA_PFCl_1,RH_ContA_PFCl_2,RH_ContA_Cingm_1,RH_ContB_Temp_1,RH_ContB_Temp_2,RH_ContB_IPL_1,RH_ContB_IPL_2,RH_ContB_PFCld_1,RH_ContB_PFCld_2,RH_ContB_PFClv_1,RH_ContB_PFClv_2,RH_ContB_PFCmp_1,RH_ContB_PFCld_3,RH_ContC_pCun_1,RH_ContC_pCun_2,RH_ContC_Cingp_1,RH_DefaultA_IPL_1,RH_DefaultA_PFCd_1,RH_DefaultA_pCunPCC_1,RH_DefaultA_PFCm_1,RH_DefaultA_PFCm_2,RH_DefaultA_PFCm_3,RH_DefaultB_Temp_1,RH_DefaultB_AntTemp_1,RH_DefaultB_PFCd_1,RH_DefaultB_PFCv_1,RH_DefaultC_IPL_1,RH_DefaultC_Rsp_1,RH_DefaultC_PHC_1,RH_TempPar_1,RH_TempPar_2,RH_TempPar_3,RH_TempPar_4
0.04,6.0766,6.7892,5.6212,5.7956,6.5459,6.66,7.4866,5.4148,6.0739,6.0074,6.0495,6.5212,6.0465,6.3805,6.9229,6.9634,6.1279,6.029,6.9995,6.9412,5.655,6.4682,6.46,6.3616,5.7562,6.1201,5.6094,6.4781,6.2335,6.8549,7.2087,6.5792,6.6671,5.9857,6.1941,6.9987,6.6468,6.2486,6.9132,6.6499,6.9172,7.3221,7.5803,6.558,6.18,6.9157,6.9768,6.8893,7.1788,6.7455,6.9313,7.0341,7.2435,7.818,6.1314,6.9587,7.5745,7.6522,7.7895,7.3594,6.6105,6.8185,6.9309,7.5265,6.5892,7.5396,6.7418,7.4685,7.6281,7.0563,7.7121,7.8051,7.0144,6.8276,6.0736,7.1125,7.2351,7.0694,7.0543,7.1338,5.0485,4.3127,5.2979,4.5458,5.6068,5.462,5.1148,5.208,4.5859,5.0642,4.7538,5.7223,4.7782,4.6861,5.0927,4.4194,4.2758,4.8711,5.4847,4.8853,5.474,5.8174,4.9915,4.5341,3.539,4.892,5.0266,4.1913,4.4654,4.9824,4.5412,5.0521,5.1288,5.851,5.6548,5.0986,3.9676,5.5938,4.9226,4.6575,3.2913,2.3096,3.1014,1.7245,2.5933,2.9449,2.8684,2.0253,2.6581,3.3615,3.2243,2.6225,2.1575,3.4458,3.0001,3.5655,1.8053,2.138,2.3547,2.4009,2.702,1.8871,2.8911,2.6009,2.3318,2.9218,2.8272,2.509,2.5054,2.6831,1.9874,2.897,2.2271,2.5924,3.1628,2.2926,2.7244,1.2804,2.9849,2.4693,2.4286,0.3274,1.7648,2.6166,0.99808,1.7294,1.7441,3.2673,1.3083,1.1002,1.9767,3.05,2.8757,2.387,1.6134,7.9759,6.6825,7.5012,7.4241,7.3165,7.4156,7.5119,8.1912,7.6312,7.9986,7.6449,7.7429,7.2983,8.0259,6.6482,7.37,7.7286,8.7032,7.6446,7.8247,7.4118,7.6003,7.228,7.9167,7.9236
0.044,4.3312,4.8713,3.8925,3.9461,4.2718,4.1365,5.1388,3.605,4.162,3.5265,4.0639,4.5292,4.0367,3.8765,4.8487,4.8434,4.1807,4.0936,4.8233,4.4786,3.686,4.1787,4.5902,4.6117,3.5388,3.9836,3.4697,4.7419,3.7494,4.7246,4.6664,4.3163,4.1743,4.2219,4.0557,5.1944,4.4423,4.2194,4.9223,4.3845,6.5301,6.68,6.9782,6.1919,6.0383,6.6979,6.3857,6.8449,6.6223,6.2971,6.4467,6.7127,6.6652,7.3435,6.4101,6.5088,6.6027,7.168,7.1053,6.9136,6.3034,6.804,6.7357,7.2372,6.4081,6.9418,6.4372,7.0937,6.7778,6.4349,7.0156,7.125,6.5112,6.016,5.9496,6.6762,6.3695,6.655,6.5303,6.4457,4.3038,3.7735,4.6041,3.9463,4.819,4.6579,3.8615,4.4567,4.2701,4.0628,3.9511,4.6519,4.0319,4.1867,4.4479,4.2029,4.108,4.2586,4.5892,4.1827,4.6821,4.8591,4.3629,3.9402,3.4406,4.4436,4.2665,3.8988,3.9048,4.2805,4.1071,4.4429,4.4919,4.7832,4.8438,4.3568,3.9326,4.447,4.5141,4.1718,2.145,1.4,1.9574,1.0621,1.5243,2.2217,1.9946,0.93959,1.8062,2.2592,2.5213,1.4171,1.6975,2.4068,1.916,2.5824,1.1176,1.2706,1.0959,1.4434,1.3869,1.134,1.9753,1.7345,1.3556,1.8493,1.9552,1.1691,1.6604,1.6078,1.6396,2.5228,1.8715,1.9565,2.3823,1.6133,2.2296,1.3917,2.5023,1.9963,1.871,0.044591,1.8523,2.0203,0.91649,1.2883,1.5805,2.1205,1.4041,0.86277,1.6704,2.4846,2.2552,2.0046,1.4219,6.0018,5.3314,5.9441,5.8872,5.7104,5.7526,5.9482,6.1088,6.0865,6.2506,6.0917,6.5443,5.7839,6.2151,5.3447,6.0338,6.0374,6.7859,6.0002,5.9956,5.6974,6.0034,5.7794,6.1539,5.7724
0.048,3.969,4.0586,3.3841,3.1704,3.7867,3.5643,4.354,3.0125,3.5971,3.1241,3.1543,3.8483,3.1633,3.3867,4.2724,4.2855,3.6919,3.5926,4.4242,3.6629,3.3866,3.4446,3.9562,3.9999,3.1183,3.552,3.2854,4.1782,3.1182,4.0346,3.9448,3.9228,3.6291,3.7281,3.6834,4.6775,3.7507,3.5592,4.3219,3.5539,6.3466,6.5464,6.744,6.1029,5.9607,6.5494,6.5487,6.6577,6.1606,5.7469,6.1812,6.2482,6.3555,6.9361,6.0475,6.493,6.1776,6.7931,6.8394,6.6471,6.2875,6.4365,6.5388,6.7877,6.0936,6.8398,6.4352,6.6945,6.824,6.171,6.8446,6.6077,6.5688,5.9764,5.9062,6.5853,6.2237,6.2363,5.9506,6.1761,4.2411,3.2304,3.9868,3.7299,4.409,3.9482,3.5546,3.5256,3.4443,3.4299,3.5154,4.0556,3.6634,3.7245,4.0396,3.7485,3.364,3.5625,3.9357,3.9139,3.9842,4.1457,3.8775,3.5088,3.1528,4.135,3.4402,3.3249,3.5082,3.626,3.8872,3.5861,3.9294,4.2941,4.3968,3.6871,3.6344,3.7765,4.1217,3.8315,1.616,0.51721,1.0793,0.31143,1.0436,1.5139,1.2802,0.25535,1.1457,1.5031,1.8425,0.6489,0.85736,1.6103,1.398,2.1144,0.24827,0.23696,0.4229,0.69307,0.70008,0.15029,1.2312,1.0306,0.54489,1.0203,0.92059,0.60178,0.92691,0.90668,1.6544,2.2846,1.6977,1.4592,2.438,1.45,1.6764,1.3402,1.8989,1.9068,1.7015,0.090073,1.8273,2.0856,0.95726,1.1472,1.4497,1.8071,1.3048,0.97404,1.7654,2.3409,2.2022,1.8987,1.7302,5.1571,4.8411,5.1096,5.1126,4.7304,4.523,4.8729,4.9006,5.2352,4.9585,5.0909,5.7426,5.0395,5.3887,4.3383,5.1978,5.1905,5.5859,5.1099,4.9352,4.7731,5.0651,5.2255,4.9271,4.6889
0.052,5.9151,6.1482,5.307,5.2744,5.9936,5.7256,6.1439,5.1155,5.4685,5.2014,5.3913,5.7206,4.8957,5.6378,5.9472,6.4125,5.1863,5.649,6.3714,5.9544,5.5935,5.4151,5.7326,5.7641,4.9477,5.9714,5.2698,5.912,4.8897,5.842,6.197,5.8988,5.7815,5.5887,6.131,6.3492,5.8168,5.5686,5.9891,5.7422,6.6724,6.9466,6.9865,6.2524,5.8941,6.2245,6.3861,6.6108,6.7061,5.5378,6.416,6.5145,6.6135,7.1245,5.6572,6.6364,6.7088,7.0231,6.8399,7.0264,6.5154,6.219,6.3008,6.9012,5.9613,7.2729,6.5411,7.0842,6.7535,6.6956,6.7572,6.7207,6.4615,6.1626,5.8761,6.9479,6.3748,6.1374,6.0889,6.5712,3.8346,2.721,3.7395,3.5666,4.5641,4.1582,3.5051,3.4426,3.2973,3.5391,3.6376,4.1969,3.3182,3.2777,4.1789,3.9312,2.8933,3.3061,3.8872,4.026,3.8966,4.0758,3.5361,3.1576,2.2814,3.8447,3.4709,3.2533,3.4071,3.385,3.2142,3.3511,3.7066,4.7547,4.3839,3.5117,2.759,3.6341,3.5937,3.301,1.6493,0.14506,0.84071,-0.57033,0.98304,1.0909,0.76441,-0.19656,1.0124,1.2432,1.3667,0.3838,-0.29243,1.5506,0.96554,1.5719,-0.37045,-0.15483,0.28037,0.39204,0.82138,-0.34403,0.90554,0.56874,0.40276,0.83146,0.58675,0.56492,0.11979,0.48937,2.0212,2.4104,2.1634,1.981,2.9269,1.7525,2.3408,0.8162,2.3736,2.0083,2.0622,0.48219,2.0961,2.8751,1.1533,1.4963,1.5824,2.7981,1.3162,1.1409,1.9088,2.6956,2.7692,2.4808,1.5882,5.9635,4.8402,5.2114,5.6401,5.1498,4.907,5.2294,5.732,5.4774,5.5666,5.4151,5.9518,5.5372,6.0808,4.5082,6.1464,6.0236,6.3672,5.3769,5.5529,5.4735,5.6837,5.5304,5.7273,5.6283
0.056,6.5587,7.2219,5.8083,5.9839,6.8224,6.5654,6.6978,5.79,6.2621,6.1788,5.589,6.309,5.4593,6.4717,6.3538,7.1139,5.665,6.6162,6.7034,6.8949,6.397,6.2459,6.4293,6.2232,5.4655,6.5278,5.8941,6.9091,5.6159,6.7051,6.9849,6.8682,6.6915,6.0772,6.6734,7.2979,6.4914,6.2826,6.4983,6.7065,6.055,6.5253,6.8288,6.0663,5.6777,6.0156,6.0486,6.4768,6.3774,5.5563,6.2295,6.6263,6.5619,6.5937,5.1957,6.3855,6.7379,6.9924,6.8198,6.6014,6.4912,5.9479,5.9789,6.3262,5.8708,6.9175,6.0887,7.1619,6.5479,6.659,6.5959,6.4838,6.2302,5.9646,5.5385,6.6473,6.177,6.193,6.2171,6.5717,3.3883,2.7105,3.061,2.639,3.9755,3.8419,3.2129,2.8948,2.6593,3.214,3.2508,3.8521,2.6191,2.5449,3.8346,3.3556,2.7353,3.0777,3.4315,3.8096,3.5513,3.5942,2.9659,2.5914,1.4854,3.0546,3.1646,2.7681,2.9981,2.9813,2.4278,2.9453,3.4222,4.643,4.1562,3.3263,2.1259,3.5353,3.085,2.7812,0.92388,-0.49243,0.38567,-1.403,0.3817,0.58425,0.18683,-0.76798,0.1984,0.49416,0.5818,-0.19129,-1.0433,1.0117,0.50963,0.93478,-1.2017,-0.74808,-0.31037,-0.27489,0.0012034,-0.86029,0.1422,0.1888,-0.38352,0.35295,-0.083402,0.054414,-0.47639,-0.13561,2.0004,2.4773,2.4768,2.2686,2.9931,1.7511,2.5137,0.75082,2.5703,1.8138,2.3658,0.50988,2.1185,3.0086,1.4106,1.4824,1.3175,2.8402,1.1788,1.3255,1.8773,2.7357,2.551,2.2536,1.2881,5.9258,4.3613,4.9007,5.1466,4.7247,4.5186,4.8064,5.4271,5.3698,5.5135,5.1317,5.5605,4.9825,5.4888,4.1003,5.6965,6.1186,6.1678,5.1065,5.445,5.1744,5.4863,4.9641,5.2852,5.7537
0.06,6.3016,6.3744,5.258,5.2997,5.8866,6.0757,6.2943,5.2019,5.8574,5.7082,4.7946,6.2444,5.0821,5.6377,5.9313,6.0454,5.531,6.0542,5.8727,6.6121,6.0217,5.4976,6.0102,5.6081,4.8778,6.018,5.7812,6.664,5.0816,6.3753,6.2174,6.31,5.7618,5.5068,6.0611,6.7368,5.7021,5.6073,6.037,6.4908,5.333,6.206,6.4922,5.49,4.996,5.2432,5.5873,5.8058,6.0269,5.0802,5.4491,5.8847,6.3475,6.0005,4.8547,5.898,6.4502,6.7346,6.2508,5.7918,5.6751,5.6566,5.6567,5.9592,5.1829,6.4841,5.683,6.6317,6.1629,6.2416,5.5797,5.7113,5.7676,5.2837,5.2035,6.0562,5.3457,6.1923,5.7353,6.2384,2.7585,2.1646,2.5834,1.9672,3.1893,3.0827,2.4923,2.1835,2.2342,2.5157,2.2607,3.3304,1.7354,1.7213,2.9514,2.4504,1.9335,2.2764,2.4027,2.8836,3.0914,2.9707,2.3489,1.754,0.62083,2.1802,2.3485,2.0671,2.0326,2.0891,1.9502,1.9718,2.7862,4.1459,3.1571,2.6341,1.724,2.8489,2.142,1.9258,-0.097982,-1.1094,-0.3013,-1.9534,-0.49398,-0.35346,-0.68237,-1.6007,-0.812,-0.27571,-0.055332,-1.1831,-1.5584,-0.016194,-0.19595,0.032057,-1.6195,-1.4114,-1.3221,-1.1466,-0.7521,-1.4284,-0.97597,-0.70173,-1.4725,-0.65757,-0.96916,-0.84893,-1.5102,-0.84799,1.6419,2.0565,2.2804,1.8008,2.3684,1.2206,2.216,0.51111,2.2275,1.695,2.1768,0.22431,2.0878,2.9253,1.1774,1.2884,1.1388,2.3799,0.95051,0.97675,1.2273,2.472,2.4538,2.1555,1.0117,4.7576,3.2892,3.7092,4.018,3.784,3.4311,3.7464,4.5729,3.9817,4.2161,3.9319,4.2758,3.9728,4.2496,3.3032,4.484,4.8929,5.0815,3.8116,4.1814,4.003,4.2594,3.7662,4.1516,4.4863
0.064,6.5019,6.3493,5.4017,5.1882,6.082,6.2957,5.8249,5.656,5.977,5.7481,4.7183,6.2188,5.2499,5.4897,5.8704,6.0917,5.5587,6.0709,6.0465,6.382,6.1046,5.5706,5.9704,5.5497,4.9983,6.3228,6.0641,6.5452,4.9964,6.2474,6.2611,6.1417,5.687,5.8843,6.0602,6.541,5.6114,5.8481,5.9011,6.2462,4.7923,5.8641,6.1341,5.0894,5.0912,4.5553,5.1126,5.4204,5.5679,4.6517,5.0633,5.4207,5.5573,5.6441,4.4106,5.3609,5.7257,6.3466,5.5162,5.3697,5.4045,5.098,5.0105,5.2316,4.6074,5.9176,5.4423,5.9944,5.5966,5.9003,5.0163,5.3572,5.2587,4.6232,4.6251,5.5913,4.9448,5.593,5.2238,5.5879,2.2569,1.4095,1.9934,1.0913,2.4607,2.5224,1.511,1.3436,1.6456,1.5885,1.2901,2.5724,1.1502,0.95499,2.13,1.6353,1.29,1.6558,1.6323,2.2993,2.3501,1.8912,1.6198,1.302,0.093441,1.4692,1.7426,1.3456,1.5139,1.5459,1.3039,1.2873,2.3608,3.3178,2.3725,1.6075,1.1042,2.1878,1.4021,1.5897,-0.84612,-1.6473,-0.82616,-2.7034,-1.2601,-0.91219,-1.2825,-2.1044,-1.2517,-1.3088,-0.58342,-1.5555,-2.0085,-0.61323,-0.9955,-0.73946,-2.069,-2.0556,-1.7434,-1.7562,-1.4098,-1.7003,-1.5594,-1.1024,-2.0581,-1.1617,-1.6363,-1.4272,-1.984,-1.4438,2.1025,1.8878,2.2377,2.0029,2.4703,1.2461,1.8689,0.25903,1.9138,1.4245,1.8522,0.38192,2.1091,3.079,1.1628,1.26,1.3187,2.1077,0.9394,1.1058,1.1322,2.4179,2.0805,1.704,0.74466,4.009,2.7262,3.2705,2.7569,2.8356,2.7133,2.9093,3.6373,3.1636,3.3127,2.9887,3.3315,3.1429,3.5466,2.2479,3.6635,4.2925,4.3737,3.0556,3.478,3.4847,3.6194,2.9151,3.5574,3.8069
0.068,5.6307,5.3792,4.7873,4.2581,5.5649,5.2787,4.7927,5.0427,4.7309,4.8856,3.9068,5.0824,4.4808,4.4774,4.9011,5.3467,4.6174,4.9606,5.1666,5.222,5.4301,4.6533,5.136,4.8953,4.4134,5.1918,5.1576,5.4098,4.3202,5.0093,5.3872,5.3805,4.7475,5.2048,5.2178,5.5586,4.8139,4.7766,4.9046,5.128,4.1784,5.1484,5.1798,4.6841,4.6168,3.9911,4.5921,4.4142,4.7433,4.3458,4.6733,4.9162,4.7586,5.1214,3.8784,4.5994,5.034,5.4266,4.8014,4.5293,4.9643,4.3673,4.7632,4.5419,4.3947,4.8184,5.0694,4.9529,5.0718,5.015,4.54,4.8487,4.7843,3.7043,4.0819,5.173,4.1306,4.729,4.7204,4.8482,1.0838,0.58042,1.0203,0.21222,1.5231,1.4511,0.40888,0.52332,0.89067,0.77796,0.47549,1.382,0.35416,-0.096694,1.3721,0.78434,0.95207,0.74924,1.0822,1.4959,1.5881,0.75482,0.64229,0.65793,-0.4804,0.49916,0.62987,0.49599,0.85099,0.61876,0.53276,0.22788,1.7247,2.3248,1.6928,0.82382,0.071647,1.2144,0.51572,0.58373,-1.6535,-2.3124,-1.4017,-2.9844,-1.9268,-1.5196,-1.966,-2.57,-2.0219,-2.1837,-1.5211,-2.1941,-2.3021,-1.275,-1.4617,-1.5054,-2.6438,-2.6929,-2.44,-2.1472,-2.003,-2.2675,-2.1396,-1.5889,-2.8169,-1.6861,-2.3289,-1.9864,-2.2263,-2.3692,1.9078,1.6223,1.7666,1.5977,2.0452,0.83055,1.3438,0.03615,1.6177,0.96704,1.3347,0.38002,1.885,2.5743,0.9996,1.2911,1.1742,1.7627,0.56488,1.3934,1.0935,1.9821,1.8168,1.3632,0.38497,2.7481,1.7034,2.5034,1.5833,1.535,1.6165,1.2559,2.2527,2.217,1.876,1.6975,2.0667,1.8346,2.3403,0.91444,2.7243,3.1734,2.958,2.2755,2.1842,1.9404,2.285,1.9852,2.3853,2.1312
0.072,6.2919,5.6867,5.3481,4.8084,6.1037,6.0056,5.1434,5.7098,5.4073,5.5029,4.4544,5.5372,5.1772,5.0958,5.2668,5.7638,5.1307,5.7861,5.6645,5.7088,6.0064,5.4011,5.5885,5.2156,5.0399,5.7911,5.4345,5.9567,4.8236,5.4648,5.7495,5.7067,5.3336,5.5874,5.8986,6.0036,5.2966,5.5685,5.2064,5.6267,4.1831,4.561,4.5944,4.2739,4.0516,3.7184,4.0996,4.1969,4.3664,3.7967,4.2583,4.4806,4.5856,4.5844,3.2357,4.1474,4.7479,4.9128,4.2043,4.0222,4.8881,3.7709,4.2445,4.3027,3.9651,4.4301,4.5488,4.5988,4.4848,4.7953,4.2444,4.6704,4.3296,3.4152,3.4437,5.0451,3.8429,4.2278,4.2263,4.3873,0.30312,-0.050532,-0.026458,-0.40781,1.0444,0.93247,0.11365,-0.0030645,0.057529,0.42461,-0.19715,0.89775,-0.13941,-1.0963,0.7537,0.34201,0.2192,0.043595,0.4195,0.91461,1.0125,0.31284,-0.15175,0.29642,-0.98808,0.050306,0.028856,-0.24467,0.16321,-0.16487,0.027635,-0.31924,1.0876,1.566,1.2673,0.27187,-1.107,0.42674,-0.078929,-0.12641,-2.0475,-2.4967,-1.5654,-3.2859,-1.985,-1.9125,-1.9201,-2.5804,-2.2749,-2.1269,-2.1108,-2.8004,-2.8106,-1.4404,-1.6141,-1.8901,-2.8275,-2.7174,-2.8576,-2.2011,-2.1617,-2.649,-2.3903,-1.966,-2.9977,-1.8468,-2.3772,-1.9483,-2.4551,-2.4239,1.9025,1.6053,1.8878,1.6757,1.6322,0.92356,1.5669,-0.19223,1.634,0.74659,1.3118,0.29386,1.5591,2.6225,1.1948,1.5585,1.254,1.9678,0.47657,1.3626,1.0453,1.7801,1.9004,1.3827,0.21814,2.5227,0.89059,1.8155,0.83584,1.2466,1.1839,0.84441,1.8527,1.5903,1.2861,1.4623,1.8891,1.2009,2.0574,0.42969,2.2655,2.8283,2.5186,2.1453,2.0356,1.6812,1.6122,1.3895,1.828,1.8678
0.076,6.3067,5.938,5.3113,5.1855,6.2238,6.4601,5.1308,6.2903,5.6608,5.9283,5.0614,5.8259,5.2507,5.3611,5.3056,5.6771,5.687,5.916,5.6576,5.8115,6.5292,5.7664,5.758,5.4091,5.1481,5.9285,5.8179,6.4158,4.9584,5.736,5.7216,6.169,5.7815,5.8714,6.1423,6.153,5.2873,5.9014,5.3338,5.8422,3.5386,4.0528,4.0119,4.1375,3.5617,2.9221,3.6162,3.2413,3.8007,3.1814,3.6005,4.0869,4.0461,3.9896,2.903,3.4221,4.4252,4.6479,3.4335,3.7726,4.5058,3.0164,3.5837,3.7927,3.2637,4.187,3.6909,4.3094,3.4092,4.3259,3.8367,4.0389,3.4812,3.3573,2.9428,4.2154,3.556,3.7336,3.6426,3.807,-0.055511,-0.52405,-0.69222,-0.91407,0.19846,0.17664,-0.31228,-0.67658,-0.78316,-0.21615,-0.60942,0.34806,-0.83648,-1.7851,0.19475,-0.25163,-0.5706,-0.57729,-0.22034,0.15751,0.0021635,-0.13434,-0.67957,-0.20487,-1.7497,-0.75098,-0.59155,-1.1453,-0.49226,-0.72867,-0.55998,-0.9578,0.49928,0.87797,0.58052,-0.23738,-1.8544,-0.2131,-0.54706,-0.63033,-1.9608,-2.4086,-1.6411,-3.554,-1.7528,-1.9907,-2.1223,-2.5806,-2.5113,-2.3723,-1.9021,-2.8507,-3.1833,-1.4408,-1.963,-2.2381,-2.567,-2.958,-2.3288,-2.636,-2.0233,-3.0481,-2.5447,-2.1346,-3.0986,-1.8622,-2.4813,-1.717,-2.7512,-2.4751,1.7745,1.4136,2.1992,1.6508,1.4773,0.85967,2.0014,-0.125,1.4198,0.98177,1.1891,0.34832,1.6975,2.544,1.2446,1.6355,1.0382,2.1478,0.52274,1.136,0.98891,1.7619,1.5299,1.4417,-0.12417,1.5701,0.54955,0.97382,0.34804,0.61518,0.78564,0.49355,1.2927,0.79779,0.79829,0.86922,1.3022,0.73303,1.3054,-0.053497,1.3493,2.2851,2.2189,1.6054,1.5898,1.1927,0.82121,0.55355,1.3411,1.2729
